t,S_ref,R_ref,I_ref,C_ref,S_ode,R_ode,I_ode,C_ode,S_supermodel,R_supermodel,I_supermodel,C_supermodel,S_supernet,R_supernet,I_supernet,C_supernet
2.0,0.06973509086937021,0.01141115544643015,0.011688286977337965,0.23553012560690292,0.06973509086937021,0.01141115544643015,0.011688286977337965,0.23553012560690292,0.0678451,0.015879665,0.013102332,0.22984912,0.07992048,0.011005298,0.010484378,0.010716037
2.2,0.0676705276476526,0.01152065283368992,0.011774216979711732,0.2131164707258491,0.0676705276476526,0.01152065283368992,0.011774216979711732,0.2131164707258491,0.06561694,0.016438304,0.013322125,0.20817567,0.078135155,0.011081816,0.01055374,0.011218683
2.4000000000000004,0.06590420969941514,0.011620669477390879,0.011851291368938156,0.19283575711433565,0.06590420969941514,0.011620669477390879,0.011851291368938156,0.19283575711433565,0.063675076,0.016989572,0.013532059,0.18856606,0.07639269,0.011160095,0.010623332,0.011744758
2.6,0.06439389288371603,0.01171259849263446,0.011920745367747447,0.17448500857399368,0.06439389288371603,0.01171259849263446,0.011920745367747447,0.17448500857399368,0.06197835,0.017535165,0.013733303,0.17082374,0.07469298,0.011239901,0.010692802,0.012295167
2.8000000000000003,0.06310438168630032,0.011797727472294002,0.011983642261799892,0.15788056464556657,0.06310438168630032,0.011797727472294002,0.011983642261799892,0.15788056464556657,0.06049244,0.018076615,0.013926865,0.15477091,0.07303604,0.011321468,0.0107621495,0.012870105
3.0,0.06200617375642447,0.011877229997164535,0.012040901477861656,0.14285624247330383,0.06200617375642447,0.011877229997164535,0.012040901477861656,0.14285624247330383,0.059188552,0.018615289,0.014113617,0.14024672,0.0714214,0.0114044435,0.010831492,0.013470354
3.2,0.061074402204506766,0.011952158894095824,0.012093321326888826,0.12926167359108467,0.061074402204506766,0.011952158894095824,0.012093321326888826,0.12926167359108467,0.058042392,0.01915239,0.014294322,0.12710561,0.06984885,0.011488943,0.010900593,0.014096218
3.4000000000000004,0.060288001789842595,0.012023443280368199,0.012141597553882767,0.11696079898426924,0.060288001789842595,0.012023443280368199,0.012141597553882767,0.11696079898426924,0.057033386,0.019688964,0.014469643,0.115215875,0.06831791,0.011574851,0.010969337,0.014748122
3.6,0.05962904518323477,0.012091889978688411,0.012186338568278436,0.10583050736534913,0.05962904518323477,0.012091889978688411,0.012186338568278436,0.10583050736534913,0.056144014,0.020225907,0.014640165,0.10445836,0.06682834,0.011662165,0.011037839,0.015426364
3.8000000000000003,0.059082209898154235,0.012158188905399372,0.012228078028611814,0.09575940303480297,0.059082209898154235,0.012158188905399372,0.012228078028611814,0.09575940303480297,0.055359308,0.020763975,0.0148064,0.094725266,0.065379426,0.011750884,0.011105866,0.016131243
4.0,0.05863434679873193,0.012222921510877269,0.012267285304692397,0.08664669099549473,0.05863434679873193,0.012222921510877269,0.012267285304692397,0.08664669099549473,0.054666422,0.021303799,0.014968804,0.085919045,0.0639709,0.011840774,0.011173416,0.016863056
4.2,0.058274128466196534,0.012286571187269703,0.012304374226326693,0.07840116816246391,0.058274128466196534,0.012286571187269703,0.012304374226326693,0.07840116816246391,0.054054305,0.021845903,0.015127779,0.077951446,0.06260204,0.011931952,0.011240491,0.017621623
4.4,0.05799176099200121,0.012349534628847731,0.012339710440391245,0.07094031057179727,0.05799176099200121,0.012349534628847731,0.012339710440391245,0.07094031057179727,0.053513404,0.022390708,0.015283683,0.07074261,0.061272237,0.012024182,0.01130697,0.018407121
